CASE;SERIAL;REF;QUESTNNR;MODE;STARTED;ID02;ID03;ID03_01;ID03_02;ID03_03;ID04;ID04_01;ID04_02;ID04_03;ID06;ID06_01;ID06_02;ID06_03;ID06_04;ID06_05;ID06_06;ID06_07;ID06_07a;ID05_01;SA01_01;SA02_01;SA05_01;CS01_01;CS02_01;CS03_01;CS04_01;ES01_01;FI01_01;TM04;ST01;EV02;EV02_01;EV02_02;EV02_03;EV02_04;EV02_05;EX01_01;MD01_01;MY01_01;SS01_01;SS02_01;SD01_01;AD01;AD01_01;AC01_01;AR01_01;AT01_01;MF01;MF01_13;MF03;MF02;MF02_01;MF02_02;MF02_03;MF02_04;MF02_05;MF02_06;MF02_07;MF02_08;MF02_09;MF02_14;MF02_10;MF02_11;MF02_12;MF02_13;MF02_13a;MF02_15;RM01;RM01_01;RM01_02;RM01_03;RM01_04;RM01_05;RM01_06;RM01_07;RM01_08;RM01_09;RM01_10;RM01_11;RM01_12;RM01_12a;TB01;SL01_01;SL02_01;SB01_01;PO01_01;PO02_01;WS01_01;PS01;PH01;PH01_01;PH01_08;PH01_09;PH01_10;PH01_11;PH01_13;PH01_15;PH01_19;PH01_23;PH01_24;PH01_27;PR01_01;SE01_01;SE02;SE02_01;SE02_02;HS01_01;RE01_01;PT01_01;SF01;IB01_01;AU01_01;TE01;TE01_01;TE01_02;TE01_03;TE01_04;TE01_08;TE01_09;CT02_01;CT02_02;GR01_01;AV01_01;PQ01_01;II01_01;SV01_01;CO01;IL01_01;BC02;CB01_01;IM01_01;US01;US01_01;US01_02;US01_03;US01_04;TIME001;TIME002;TIME_SUM;MAILSENT;LASTDATA;FINISHED;Q_VIEWER;LASTPAGE;MAXPAGE;MISSING;MISSREL;TIME_RSI;DEG_TIME
1673;;;base;interview;05.06.2020 23:44;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;2;1;1;2;1;1;1;2;1;2;1;1;2;-9;;B_Oct_Wash_6;2;03.10.2019;9;;14;5;1;2;1;1;1;1;1;1;2;2;2;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;2;2;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Wash_4;1;-9;1;2;1;1;1;1;1;2;1;1;1;1;1;2;1;1;-9;1;-9;1;1;0;1;1;1;1;69;351;420;;07.06.2020 16:30;1;0;2;2;20;4;01.Apr;8
1674;;;base;interview;05.06.2020 23:45;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_23;2;04.10.2019;11;;13;3;2;1;1;1;1;1;1;1;1;1;1;2;1;2;Sex abuse charges;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;0;1;1;1;1;84;191;275;;07.06.2020 16:33;1;0;2;2;23;6;Jän.23;12
1675;;;base;interview;05.06.2020 23:46;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;2;1;-9;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;2;1;1;1;1;-9;;B_Oct_Oreg_24;2;04.10.2019;14;;14;4;2;1;1;1;1;1;1;1;1;2;1;1;1;2;Mental health;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;2;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;1;1;2;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;80;142;222;;07.06.2020 16:45;1;0;2;2;24;8;01.Mai;25
1676;;;base;interview;05.06.2020 23:48;-9;1;2;1;1;1;1;2;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_25;2;04.10.2019;1;;13;3;2;1;1;1;1;1;1;1;1;2;1;2;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_128, B_Apr_Oreg_9, B_Sep_Oreg_131;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;1;2;1;1;96;108;204;;07.06.2020 16:49;1;0;2;2;18;3;Jän.69;36
1677;;;base;interview;05.06.2020 23:49;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_26;2;04.10.2019;14;;14;4;2;1;1;1;1;1;1;1;1;2;1;1;2;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;2;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Apr_Oreg_9;1;-9;2;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;47;138;185;;07.06.2020 16:53;1;0;2;2;23;6;Jän.93;46
1678;;;base;interview;05.06.2020 23:50;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;2;2;1;1;1;-9;;B_Oct_Oreg_27;2;05.10.2019;14;;14;5;2;1;2;1;1;1;1;1;1;2;1;1;2;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;2;2;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131;1;-9;2;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;2;1;1;1;63;172;235;;07.06.2020 16:58;1;0;2;2;23;6;Jän.49;25
1679;;;base;interview;05.06.2020 23:50;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_28;2;05.10.2019;14;;14;4;2;1;1;1;1;1;1;1;1;2;1;1;2;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;2;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131, B_April_Oreg_9, B_April_Oreg_93;1;-9;2;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;2;2;2;1;1;119;177;296;;07.06.2020 18:25;1;0;2;2;23;6;Jän.13;12
1680;;;base;interview;05.06.2020 23:51;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_29;2;05.10.2019;14;;14;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Sep_Oreg_131;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;2;1;1;1;50;95;145;;07.06.2020 18:20;1;0;2;2;23;6;02.Mär;65
1681;;;base;interview;05.06.2020 23:52;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;0;1;1;1;1;1;1;1;1;-9;1;1;-9;;B_Oct_Wash_7;2;07.10.2019;13;Parent concern about media influence  on children (13 reasons why);14;4;2;1;1;1;1;1;1;1;1;1;2;1;1;2;Parents concern on media influence on children (13 reasons why);2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;-9;-9;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;35;392;427;;07.06.2020 18:35;1;0;2;2;27;11;Jän.65;41
1682;;;base;interview;05.06.2020 23:53;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;2;1;1;1;1;2;-9;;B_Oct_Oreg_30;2;07.10.2019;10;;14;3;1;2;1;1;1;1;1;1;1;1;2;1;1;1;;2;1;1;1;1;1;1;1;2;1;1;1;1;1;;2;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;148;108;256;;07.06.2020 18:39;1;0;2;2;20;5;Jän.52;36
1683;;;base;interview;05.06.2020 23:54;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;2;-9;;B_Oct_Oreg_31;2;07.10.2019;10;;14;2;1;2;1;1;1;1;1;1;1;1;2;1;1;1;;1;1;1;1;1;1;1;1;2;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;53;186;239;;07.06.2020 18:39;1;0;2;2;22;6;Jän.57;29
1684;;;base;interview;05.06.2020 23:54;-9;0;1;1;1;1;2;1;1;1;1;1;1;1;1;1;2;School staff;1;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;2;1;1;2;-9;;B_Oct_Oreg_32;2;07.10.2019;9;;14;2;1;1;2;1;1;1;1;1;2;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;1;1;1;2;1;76;555;631;;07.06.2020 18:49;1;0;2;2;21;5;0.84;5
1685;;;base;interview;05.06.2020 23:55;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;-9;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_33;2;08.10.2019;10;;14;3;1;1;1;1;1;1;1;1;1;1;2;2;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;2;1;1;1;69;322;391;;07.06.2020 20:30;1;0;2;2;25;8;01.Jul;8
1686;;;base;interview;05.06.2020 23:56;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_34;2;08.10.2019;10;;14;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;1;2;1;55;809;864;;07.06.2020 20:32;1;0;2;2;23;6;1;17
1687;;;base;interview;06.06.2020 00:02;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Oct_Wash_8;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;125;9;134;;07.06.2020 20:33;1;0;2;2;95;94;Jän.87;250
1688;;;base;interview;06.06.2020 00:04;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_35;2;09.10.2019;2;;13;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;2;2;1;1;1;1;1;2;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;2;1;1;1;41;135;176;;07.06.2020 20:38;1;0;2;2;22;5;02.Sep;55
1689;;;base;interview;06.06.2020 00:05;1;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_36;2;09.10.2019;11;;13;3;1;1;1;2;1;1;1;1;1;1;1;2;1;2;Domestic violence;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;1;2;1;1;59;214;273;;07.06.2020 23:12;1;0;2;2;20;5;Jän.39;20
1690;;;base;interview;06.06.2020 00:06;-9;0;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;2;-9;;B_Oct_Oreg_37;2;09.10.2019;15;;14;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Influence of social media;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;598;135;733;;07.06.2020 20:56;1;0;2;2;21;6;01.Mai;24
1691;;;base;interview;06.06.2020 00:07;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;3;1;0;1;1;1;1;1;1;2;2;1;1;1;-9;;B_Oct_Oreg_38;2;09.10.2019;14;;14;3;1;1;1;1;1;1;1;1;1;2;1;1;1;2;mental health;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;1;1;2;2;1;2;1;203;6836;465;;07.06.2020 22:57;1;0;2;2;24;7;0.25;0
1692;;;base;interview;06.06.2020 00:07;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;2;1;1;1;-9;;B_Oct_Oreg_39;2;09.10.2019;3;;13;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;95;178;273;;07.06.2020 21:00;1;0;2;2;20;4;Jän.22;12
1693;;;base;interview;06.06.2020 00:09;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;;B_Oct_Wash_9;1;;-9;;-9;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;-9;-9;-9;-9;-9;-9;-9;-9;0;1;1;1;1;1;1;1;1;1;1;1;-9;-9;0;1;1;-9;;-9;-9;-9;-9;0;1;1;1;1;1;1;-9;-9;-9;-9;-9;-9;-9;-9;-9;1;-9;-9;0;1;1;1;1;173;7;180;;07.06.2020 23:00;1;0;2;2;94;94;Jän.77;250
1694;;;base;interview;06.06.2020 00:10;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;2;2;1;1;2;-9;;B_Oct_Oreg_40;2;09.10.2019;13;Mental ilness;14;3;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Mental illness;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;2;1;1;1;1;1;2;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;2;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;216;160;376;;07.06.2020 23:16;1;0;2;2;22;6;01.Mär;16
1695;;;base;interview;06.06.2020 00:11;1;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Oreg_41;2;09.10.2019;11;;13;3;1;1;1;2;1;1;1;1;1;1;1;2;1;2;Domestic violence;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Oreg_37;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;2;1;1;1;76;170;246;;07.06.2020 23:10;1;0;2;2;18;4;Jän.38;19
1696;;;base;interview;06.06.2020 00:11;1;1;2;1;1;1;1;2;1;1;1;1;2;1;1;1;1;;1;1;1;1;2;1;1;1;1;1;3;1;0;1;1;1;1;1;2;1;1;1;1;1;-9;;B_Oct_Oreg_42;2;08.10.2019;4;;13;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;40;202;242;;07.06.2020 23:16;1;0;2;2;15;2;01.Aug;40
1697;;;base;interview;06.06.2020 00:12;-9;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_43;2;08.10.2019;13;Conspiracy theory;13;3;2;1;1;1;2;1;1;1;1;1;1;1;1;2;Conspiracy theory;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;131;186;317;;07.06.2020 23:27;1;0;2;2;18;3;01.Jun;10
1698;;;base;interview;06.06.2020 00:13;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;4;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_44;2;09.10.2019;13;Conspiracy theory;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Conspiracy theory, sexual trafficking;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Oreg_34;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;39;206;245;;07.06.2020 23:30;1;0;2;2;18;4;Jän.82;41
1699;;;base;interview;06.06.2020 00:13;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;2;1;3;1;0;1;1;1;1;1;2;2;2;1;1;2;-9;;B_Oct_Oreg_45;2;10.10.2019;15;;14;5;2;2;1;1;1;1;1;1;1;2;1;1;1;2;mental illness;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;-9;2;2;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;2;1;2;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;2;1;2;1;1;2;2;34;299;333;;07.06.2020 23:42;1;0;2;2;24;8;Jän.79;43
1700;;;base;interview;06.06.2020 00:14;-9;1;2;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_46;2;10.10.2019;2;;13;2;1;2;1;1;1;1;1;1;1;1;1;2;1;1;;1;3;1;1;1;2;2;1;1;1;1;1;2;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;-9;1;1;1;2;1;1;1;84;104;188;;07.06.2020 23:33;1;0;2;2;22;5;Jän.81;40
1702;;;base;interview;06.06.2020 00:15;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;2;1;1;1;2;-9;;B_Oct_Oreg_48;2;10.10.2019;14;;14;4;2;1;1;1;1;1;1;1;1;2;1;1;1;2;Mental illness;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;3;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;0;1;1;1;1;1;1;1;1;1;1;2;2;1;-9;1;-9;2;1;2;1;1;2;2;32;142;174;;07.06.2020 23:45;1;0;2;2;24;7;Feb.36;68
1703;;;base;interview;08.06.2020 12:48;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;2;2;2;2;2;1;-9;;B_Oct_Oreg_49;2;10.10.2019;9;;14;4;1;1;1;1;1;1;1;1;2;2;1;1;1;2;Mental illness;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;2;1;2;1;1;1;1;1;2;1;1;1;2;2;1;-9;1;-9;1;1;1;1;1;2;1;44;361;405;;08.06.2020 20:52;1;0;2;2;23;6;Jän.41;27
1704;;;base;interview;08.06.2020 12:49;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Wash_10;2;11.10.2019;4;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;Strangling;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;2;1;1;65;350;415;;08.06.2020 20:59;1;0;2;2;20;4;01.Aug;10
1705;;;base;interview;08.06.2020 12:50;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_50;2;11.10.2019;14;;14;3;2;1;1;1;1;1;1;1;1;2;1;1;1;1;;2;0;1;1;1;1;1;1;1;1;1;1;1;1;;3;1;1;1;1;1;1;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;2;1;1;-9;1;-9;1;1;1;2;1;1;1;64;1818;326;;08.06.2020 21:29;1;0;2;2;25;7;0.79;11
1706;;;base;interview;08.06.2020 12:51;-9;1;2;1;1;1;2;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Wash_11;2;11.10.2019;11;;13;2;1;1;1;2;1;1;1;1;1;1;1;2;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;2;Strangling;6;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Oct_Wash_10;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;2;1;-9;1;-9;1;1;1;1;1;2;1;57;166;223;;08.06.2020 21:40;1;0;2;2;18;3;01.Jun;30
1707;;;base;interview;08.06.2020 12:52;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;2;Prisoner;2;1;1;1;1;1;1;1;1;1;3;2;0;1;1;1;1;1;2;1;1;1;1;1;-9;;B_Oct_Wash_12;2;13.10.2019;1;Connection between Bill Gates and person that died by suicide;13;2;2;1;1;1;1;1;1;1;1;1;1;1;1;2;Business relation of person that died by suicide with Bill Gates, Se trafficking charges, Homicide;1;1;1;1;1;1;2;1;1;1;1;1;1;1;;4;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;B_Aug_Wash_23;1;-9;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;618;432;1050;;09.06.2020 12:49;1;0;2;2;15;2;0.38;0
1708;;;base;interview;08.06.2020 13:02;2;1;2;1;1;1;1;2;1;2;1;2;1;1;1;1;2;Prison;1;1;1;1;2;1;1;2;2;1;3;1;0;1;1;1;1;1;1;1;1;1;1;1;-9;;B_Oct_Oreg_51;2;13.10.2019;1;;13;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;;1;1;1;1;1;2;1;1;1;1;1;1;1;1;;4;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;2;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;2;-9;1;1;1;1;1;2;1;453;350;803;;08.06.2020 21:52;1;0;2;2;17;3;0.48;0
1709;;;base;interview;08.06.2020 13:10;-9;0;1;1;1;0;1;1;1;0;1;1;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;1;4;2;0;1;1;1;1;1;1;2;1;1;1;1;-9;;B_Oct_Wash_13;2;13.10.2019;13;Treatment of depression;14;2;1;2;1;1;1;1;1;1;1;1;1;1;1;2;Treatment of depression;1;0;1;1;1;1;1;1;1;1;1;1;1;1;;5;1;1;1;1;1;2;2;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;;1;-9;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;-9;1;1;1;1;1;1;1;2;1;53;1171;1224;;09.06.2020 12:54;1;0;2;2;22;7;0.98;18
